Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,source_file,Date,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,"      CENTRAL ELECTRICITY AUTHORITY 
,Total  THERMAL,235188.718,17416.120000000003,6307,10175,44646.685,17894.879,72716.564,30.918389546219643,162472.154,158744.99200000006,144761.53272000005,89.09928818940878,61.551223184098504,dgr16-2022-01-03.xls,2022-01-03,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-03.xls,2022-01-03,,,
, Nuclear,6780,640,,860,320,0,1180,17.4,5600,5688,5033.88,89.8907142857143,74.24601769911504,dgr16-2022-01-03.xls,2022-01-03,,,
,Total  NUCLEAR,6780,640,,860,320,0,1180,17.404129793510325,5600,5688,5033.88,89.8907142857143,74.24601769911504,dgr16-2022-01-03.xls,2022-01-03,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-03.xls,2022-01-03,,,
, Hydro,46512.22,3392.75,,2421.65,1909.2,4227.6,8558.45,18.4,37953.770000000004,29315.46,29022.305399999997,76.46751666566982,62.39716229412399,dgr16-2022-01-03.xls,2022-01-03,,,
,Total  HYDRO,46512.22,3392.75,,2421.65,1909.2,4227.6,8558.45,18.40043326248457,37953.770000000004,29315.46,29022.305399999997,76.46751666566982,62.39716229412399,dgr16-2022-01-03.xls,2022-01-03,,,
,Total,288480.93799999997,21448.870000000003,6307,13456.65,46875.884999999995,22122.479,82455.014,28.582482631833372,206025.924,193748.45200000005,178817.71812000003,86.79379499834207,61.98597361743189,dgr16-2022-01-03.xls,2022-01-03,,,
,,,,,,,,,,,,,,,dgr16-2022-01-03.xls,2022-01-03,,,
,https://npp.gov.in   2022/01/05 16:33:18,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-03.xls,2022-01-03,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-04.xls,2022-01-04,,,
,,,,,,,,,,,,,,,dgr16-2022-01-04.xls,2022-01-04,,,
,,Details Of Capacity (mw) Utilization For Power Generation  04-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-04.xls,2022-01-04,,,
,Particulars,Monitored Capacity(MW) ( As on 04-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-04.xls,2022-01-04,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-04.xls,2022-01-04,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-04.xls,2022-01-04,,,
,Coal Lignite,209809.5,8473,6307,9114,35015,6335,50464,24.05,159345.5,156318.42399999997,142249.76583999998,89.27127897555938,67.79948755418604,dgr16-2022-01-04.xls,2022-01-04,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-04.xls,2022-01-04,,,
,Gas Liquid,24869.508999999995,8943.12,,208.20000000000002,5991.685,10590.679000000002,16790.564000000002,67.51,8078.944999999992,4101.92,4019.8816,49.757506704155105,16.16389611873721,dgr16-2022-01-04.xls,2022-01-04,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-04.xls,2022-01-04,,,
,Total  THERMAL,235188.718,17416.120000000003,6307,9322.2,41006.685,16925.679000000004,67254.564,28.595999234963305,167934.154,160466.39399999997,146314.77643999996,87.12627714788735,62.211647601225486,dgr16-2022-01-04.xls,2022-01-04,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-04.xls,2022-01-04,,,
, Nuclear,6780,640,,860,320,0,1180,17.4,5600,5692,5037.42,89.95392857142858,74.29823008849557,dgr16-2022-01-04.xls,2022-01-04,,,
,Total  NUCLEAR,6780,640,,860,320,0,1180,17.404129793510325,5600,5692,5037.42,89.95392857142858,74.29823008849557,dgr16-2022-01-04.xls,2022-01-04,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-04.xls,2022-01-04,,,
, Hydro,46512.22,3392.75,,3171.32,1909.2,4639.8,9720.32,20.9,36791.9,28066.620000000003,27785.953800000003,75.52193227313622,59.73904019201836,dgr16-2022-01-04.xls,2022-01-04,,,
,Total  HYDRO,46512.22,3392.75,,3171.32,1909.2,4639.8,9720.32,20.89842196308841,36791.9,28066.620000000003,27785.953800000003,75.52193227313622,59.73904019201836,dgr16-2022-01-04.xls,2022-01-04,,,
,Total,288480.93799999997,21448.870000000003,6307,13353.52,43235.884999999995,21565.479000000003,78154.88399999999,27.091871144706275,210326.054,194225.01399999997,179138.15024,85.17164033325133,62.09704928233422,dgr16-2022-01-04.xls,2022-01-04,,,
,,,,,,,,,,,,,,,dgr16-2022-01-04.xls,2022-01-04,,,
,https://npp.gov.in   2022/01/06 16:30:47,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-04.xls,2022-01-04,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-05.xls,2022-01-05,,,
,,,,,,,,,,,,,,,dgr16-2022-01-05.xls,2022-01-05,,,
,,Details Of Capacity (mw) Utilization For Power Generation  05-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-05.xls,2022-01-05,,,
,Particulars,Monitored Capacity(MW) ( As on 05-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-05.xls,2022-01-05,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-05.xls,2022-01-05,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-05.xls,2022-01-05,,,
,Coal Lignite,209809.5,8473,6307,8834,37059,5485,51378,24.49,158431.5,156462.68299999993,142381.04152999993,89.86914946207033,67.86205654653385,dgr16-2022-01-05.xls,2022-01-05,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-05.xls,2022-01-05,,,
,Gas Liquid,24869.508999999995,8943.12,,208.20000000000002,5924.485000000001,10590.679000000002,16723.364,67.24,8146.144999999993,4210.26,4126.0548,50.65039721242384,16.590817293578255,dgr16-2022-01-05.xls,2022-01-05,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-05.xls,2022-01-05,,,
,Total  THERMAL,235188.718,17416.120000000003,6307,9042.2,42983.485,16075.679000000002,68101.364,28.956050519396086,167087.354,160718.99299999993,146552.22532999993,87.7099444222451,62.31260860480559,dgr16-2022-01-05.xls,2022-01-05,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-05.xls,2022-01-05,,,
, Nuclear,6780,640,,860,320,0,1180,17.4,5600,5680.75,5027.46375,89.77613839285713,74.15138274336283,dgr16-2022-01-05.xls,2022-01-05,,,
,Total  NUCLEAR,6780,640,,860,320,0,1180,17.404129793510325,5600,5680.75,5027.46375,89.77613839285713,74.15138274336283,dgr16-2022-01-05.xls,2022-01-05,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-05.xls,2022-01-05,,,
, Hydro,46512.22,3405.95,,3437.92,1909.2,4825.2,10172.32,21.87,36339.9,26937.622000000007,26668.245780000005,73.38557833125574,57.3359985397386,dgr16-2022-01-05.xls,2022-01-05,,,
,Total  HYDRO,46512.22,3405.95,,3437.92,1909.2,4825.2,10172.32,21.87020959223189,36339.9,26937.622000000007,26668.245780000005,73.38557833125574,57.3359985397386,dgr16-2022-01-05.xls,2022-01-05,,,
,Total,288480.93799999997,21462.070000000003,6307,13340.12,45212.685,20900.879,79453.68400000001,27.542091533271435,209027.254,193337.36499999993,178247.93485999992,85.27497321473683,61.78846203696132,dgr16-2022-01-05.xls,2022-01-05,,,
,,,,,,,,,,,,,,,dgr16-2022-01-05.xls,2022-01-05,,,
,https://npp.gov.in   2022/01/06 17:19:00,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-05.xls,2022-01-05,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-06.xls,2022-01-06,,,
,,,,,,,,,,,,,,,dgr16-2022-01-06.xls,2022-01-06,,,
,,Details Of Capacity (mw) Utilization For Power Generation  06-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-06.xls,2022-01-06,,,
