State,Max Demand Met (MW),Shortage (MW),Energy Met (MU),Schedule (MU),OD/UD (MW),Max OD (MW),Energy Shortage (MU),Date
NR UP,17891,0,311.8,89.3,-0.1,409,0.0,2022-02-15
Uttarakhand,2204,0,40.3,27.5,1.0,279,0.18,2022-02-15
HP,1953,0,34.4,25.9,0.2,363,0.0,2022-02-15
J&K(UT) & Ladakh(UT),2841,300,56.8,54.4,3.1,145,4.65,2022-02-15
Chandigarh,205,0,3.3,3.6,-0.2,18,0.0,2022-02-15
Chhattisgarh,4504,0,96.2,31.3,-0.5,225,0.0,2022-02-15
Gujarat,16415,0,359.1,210.3,42.0,882,0.0,2022-02-15
MP,15020,0,293.5,176.8,0.3,726,0.0,2022-02-15
WR Maharashtra,26223,0,536.0,148.4,2.5,455,0.0,2022-02-15
Goa,591,0,12.4,11.8,0.3,30,0.0,2022-02-15
DD,351,0,7.8,7.5,0.3,30,0.0,2022-02-15
DNH,865,0,19.9,19.8,0.1,45,0.0,2022-02-15
AMNSIL,866,0,19.6,4.6,-0.7,210,0.0,2022-02-15
Andhra Pradesh,10870,500,203.0,84.0,2.0,1140,1.52,2022-02-15
Telangana,11951,0,220.7,105.4,0.5,667,0.0,2022-02-15
SR Karnataka,13833,0,256.2,104.2,0.0,1226,0.0,2022-02-15
Kerala,3940,0,80.7,56.0,-0.3,259,0.0,2022-02-15
Tamil Nadu,15263,0,323.2,190.6,-0.1,466,0.0,2022-02-15
Puducherry,369,0,7.4,7.6,-0.2,24,0.0,2022-02-15
Bihar,4801,0,82.9,7.7,-0.2,363,0.14,2022-02-15
DVC,3250,0,70.3,44.2,-1.4,206,0.0,2022-02-15
Jharkhand,1414,239,27.3,18.5,-0.1,231,4.13,2022-02-15
ER Odisha,5603,0,107.7,46.0,-1.0,354,0.0,2022-02-15
Sikkim,116,0,1.8,2.0,-0.2,36,0.0,2022-02-15
Arunachal Pradesh,160,0,2.6,2.7,-0.2,34,0.0,2022-02-15
Assam,1521,0,25.5,18.7,0.2,165,0.0,2022-02-15
Manipur,239,0,3.5,3.4,0.1,48,0.0,2022-02-15
NER Meghalaya,412,0,7.2,6.1,0.1,44,0.0,2022-02-15
Mizoram,135,0,2.2,2.0,0.1,10,0.0,2022-02-15
Nagaland,162,0,2.5,2.3,0.1,24,0.0,2022-02-15
Tripura,261,0,3.5,2.8,-0.2,92,0.0,2022-02-15
Central Sector,5637,12920,6332.0,2696.0,424.0,28009,41.0,2022-02-15
State Sector,10894,16550,9523.0,2850.0,47.0,39864,59.0,2022-02-15
Total,16532,29470,15855.0,5546.0,471.0,67873,100.0,2022-02-15
Coal,654,1335,569.0,578.0,15.0,3151,77.0,2022-02-15
Lignite,25,13,45.0,0.0,0.0,83,2.0,2022-02-15
Hydro,111,42,98.0,28.0,8.0,287,7.0,2022-02-15
Nuclear,33,21,66.0,0.0,0.0,120,3.0,2022-02-15
 Naptha & Diesel,15,16,9.0,0.0,30.0,69,2.0,2022-02-15
 Biomass & Others),114,81,168.0,5.0,0.0,369,9.0,2022-02-15
Total,951,1508,954.0,611.0,53.0,4078,100.0,2022-02-15
Punjab,6640,0,131.2,42.2,-13.0,150,0.0,2022-02-16
Rajasthan,15508,0,279.3,79.0,2.6,441,2.26,2022-02-16
Delhi,3819,0,64.3,52.9,-1.5,196,0.0,2022-02-16
NR UP,17910,0,307.3,98.9,-0.4,413,0.0,2022-02-16
Uttarakhand,2176,0,40.0,26.9,0.5,321,0.18,2022-02-16
HP,1913,0,33.9,25.8,0.0,249,0.0,2022-02-16
J&K(UT) & Ladakh(UT),2952,300,59.0,53.2,0.4,385,4.65,2022-02-16
Chandigarh,217,0,3.3,3.6,-0.3,13,0.0,2022-02-16
Chhattisgarh,4403,0,95.5,31.3,-0.4,253,0.0,2022-02-16
Gujarat,16652,0,362.3,210.3,2.5,826,0.0,2022-02-16
WR Maharashtra,26118,0,530.4,151.9,-2.5,714,0.0,2022-02-16
Goa,591,0,12.4,11.7,0.4,22,0.0,2022-02-16
DD,346,0,7.8,7.3,0.5,49,0.0,2022-02-16
DNH,866,0,20.0,19.9,0.1,40,0.0,2022-02-16
AMNSIL,801,0,17.8,4.6,-0.8,190,0.0,2022-02-16
Andhra Pradesh,10774,0,202.9,80.2,-0.3,370,0.0,2022-02-16
Telangana,11711,0,216.0,94.7,0.1,624,0.0,2022-02-16
SR Karnataka,13856,0,256.3,102.3,-0.6,856,0.0,2022-02-16
Kerala,3955,0,80.6,57.5,-0.2,235,0.0,2022-02-16
Tamil Nadu,15480,0,326.2,190.0,-0.5,373,0.0,2022-02-16
Puducherry,359,0,7.3,7.4,-0.1,58,0.0,2022-02-16
Bihar,4845,0,83.8,71.0,0.8,559,0.49,2022-02-16
Jharkhand,1476,0,28.6,19.6,-0.1,216,2.68,2022-02-16
ER Odisha,5899,0,110.9,50.5,0.0,345,0.0,2022-02-16
West Bengal,6432,0,122.4,3.8,-1.0,297,0.0,2022-02-16
Sikkim,118,0,1.8,2.0,-0.2,14,0.0,2022-02-16
Arunachal Pradesh,156,0,2.6,2.7,-0.2,25,0.0,2022-02-16
Assam,1489,0,25.3,18.9,-0.3,141,0.0,2022-02-16
Manipur,238,0,3.4,3.5,0.1,69,0.0,2022-02-16
NER Meghalaya,380,0,7.0,5.8,0.1,43,0.0,2022-02-16
Mizoram,136,0,2.0,2.0,0.1,13,0.0,2022-02-16
Nagaland,150,0,2.5,2.3,0.1,21,0.0,2022-02-16
Tripura,222,0,3.7,2.5,-0.3,40,0.0,2022-02-16
Central Sector,5637,12420,6332.0,4616.0,424.0,29429,43.0,2022-02-16
Total,16952,28497,15225.0,7576.0,435.0,68684,100.0,2022-02-16
Coal,625,1328,566.0,574.0,15.0,3106,77.0,2022-02-16
Lignite,25,14,46.0,0.0,0.0,85,2.0,2022-02-16
Hydro,110,44,92.0,27.0,8.0,282,7.0,2022-02-16
Nuclear,33,21,66.0,0.0,0.0,120,3.0,2022-02-16
 Naptha & Diesel,15,15,9.0,0.0,29.0,69,2.0,2022-02-16
 Biomass & Others),122,87,180.0,5.0,0.0,394,10.0,2022-02-16
Total,930,1509,958.0,606.0,52.0,4055,100.0,2022-02-16
Punjab,7097,0,137.4,42.2,-0.7,106,0.0,2022-02-17
Haryana,6932,0,131.8,78.0,0.6,144,0.0,2022-02-17
Rajasthan,15146,261,280.3,87.0,1.2,636,1.28,2022-02-17
Delhi,3959,0,65.6,54.2,-1.3,176,0.0,2022-02-17
NR UP,17376,0,309.6,99.4,0.2,844,0.0,2022-02-17
Uttarakhand,2194,0,40.5,27.2,0.6,264,0.06,2022-02-17
HP,1928,0,34.2,26.5,-0.4,151,0.0,2022-02-17
J&K(UT) & Ladakh(UT),2993,300,62.0,54.1,1.3,174,4.65,2022-02-17
Chandigarh,221,0,3.4,3.7,-0.3,15,0.0,2022-02-17
Chhattisgarh,4454,0,95.7,29.1,-0.1,218,0.0,2022-02-17
Gujarat,17114,0,367.5,193.3,0.1,417,0.0,2022-02-17
MP.,14987,0,293.4,175.4,-1.5,470,0.0,2022-02-17
WR Maharashtra,25802,0,530.7,157.3,-1.8,77,0.0,2022-02-17
Goa,592,0,12.4,11.7,0.4,27,0.0,2022-02-17
DD,345,0,78.0,7.4,0.4,40,0.0,2022-02-17
DNH,849,0,19.7,19.6,0.1,42,0.0,2022-02-17
AMNSIL,880,0,19.5,4.6,-0.9,201,0.0,2022-02-17
Andhra Pradesh,10811,0,204.0,73.7,0.1,587,0.0,2022-02-17
Telangana,11729,0,222.4,98.4,0.5,589,0.0,2022-02-17
SR Karnataka,13912,0,256.4,91.8,-1.4,514,0.0,2022-02-17
Tamil Nadu,15912,0,331.9,188.4,0.7,445,0.0,2022-02-17
Puducherry,369,0,7.6,7.6,-0.1,49,0.0,2022-02-17
Bihar,4897,0,80.6,66.8,1.3,506,4.98,2022-02-17
DVC,3242,0,70.3,44.5,-1.2,313,0.0,2022-02-17
Jharkhand,1316,0,28.3,18.4,-0.1,110,3.6,2022-02-17
West Bengal,6452,0,122.5,5.5,-0.2,340,0.0,2022-02-17
Sikkim,114,0,1.9,2.0,-0.1,37,0.0,2022-02-17
Arunachal Pradesh,158,0,2.6,2.8,-0.3,38,0.0,2022-02-17
Assam,1511,0,25.8,19.1,0.0,105,0.0,2022-02-17
Manipur,241,0,3.4,3.4,0.0,43,0.0,2022-02-17
Mizoram,136,0,2.0,2.1,-0.1,10,0.0,2022-02-17
Nagaland,154,0,2.5,2.3,0.1,18,0.0,2022-02-17
Tripura,221,0,3.5,3.2,-0.4,44,0.0,2022-02-17
Central Sector,5556,13320,6492.0,4016.0,424.0,29807,43.0,2022-02-17
State Sector,11764,16448,7883.0,2850.0,11.0,38956,57.0,2022-02-17
Total,17320,29767,14375.0,6866.0,435.0,68763,100.0,2022-02-17
Coal,622,1324,572.0,552.0,15.0,3085,76.0,2022-02-17
Lignite,22,13,45.0,0.0,0.0,80,2.0,2022-02-17
Hydro,113,47,95.0,23.0,8.0,286,7.0,2022-02-17
Nuclear,33,21,66.0,0.0,0.0,120,3.0,2022-02-17
 Naptha & Diesel,15,16,9.0,0.0,30.0,69,2.0,2022-02-17
Total,926,1539,985.0,580.0,53.0,4083,100.0,2022-02-17
Punjab,7091,0,138.2,44.3,-0.6,106,0.0,2022-02-18
Haryana,6768,0,130.2,78.6,-0.6,97,0.0,2022-02-18
Rajasthan,14957,0,278.5,85.6,2.7,398,0.0,2022-02-18
Delhi,3560,0,61.0,50.1,-1.6,171,0.0,2022-02-18
NR UP,17806,0,315.2,96.4,-1.4,515,0.0,2022-02-18
Uttarakhand,2060,0,39.4,26.7,0.4,170,0.06,2022-02-18
HP,1950,0,33.8,25.5,0.2,209,0.0,2022-02-18
J&K(UT) & Ladakh(UT),2960,300,59.7,54.4,-0.8,186,4.65,2022-02-18
Chandigarh,207,0,3.2,3.7,-0.5,0,0.0,2022-02-18
Chhattisgarh,4358,0,96.1,29.5,-0.6,215,0.0,2022-02-18
Gujarat,17117,0,368.7,182.0,-0.8,936,0.0,2022-02-18
MP,14510,0,287.5,174.0,-1.6,536,0.0,2022-02-18
WR Maharashtra,26043,0,533.8,159.7,-13.0,767,0.0,2022-02-18
Goa,600,0,12.0,11.7,0.1,36,0.0,2022-02-18
DD,348,0,7.8,74.0,0.4,96,0.0,2022-02-18
DNH,864,0,19.9,19.8,0.1,47,0.0,2022-02-18
AMNSIL,895,0,19.5,4.6,-0.9,229,0.0,2022-02-18
Andhra Pradesh,10208,0,201.5,71.2,1.1,620,0.0,2022-02-18
Telangana,11852,0,221.8,96.4,0.1,697,0.0,2022-02-18
SR Karnataka,13828,0,257.5,96.5,-0.4,519,0.0,2022-02-18
Kerala,3893,0,80.5,56.2,0.2,279,0.0,2022-02-18
Tamil Nadu,14758,0,311.9,178.6,2.1,626,0.0,2022-02-18
Puducherry,367,0,7.6,7.8,-0.4,29,0.0,2022-02-18
Bihar,4739,0,81.4,70.2,-0.3,347,1.02,2022-02-18
Jharkhand,1475,0,31.2,19.9,1.4,143,1.82,2022-02-18
ER Odisha,5972,0,112.0,48.9,0.4,372,0.0,2022-02-18
West Bengal,6359,0,121.3,4.5,-0.3,369,0.0,2022-02-18
Sikkim,115,0,1.8,2.0,-0.2,25,0.0,2022-02-18
Arunachal Pradesh,153,0,2.6,2.7,0.1,24,0.0,2022-02-18
Assam,1513,0,25.6,19.2,0.0,96,0.0,2022-02-18
Manipur,240,0,3.3,3.4,0.0,39,0.0,2022-02-18
Mizoram,138,0,2.0,1.9,-0.2,20,0.0,2022-02-18
Nagaland,148,0,2.3,2.2,0.1,23,0.0,2022-02-18
Tripura,219,0,3.6,1.9,-0.5,11,0.0,2022-02-18
Central Sector,7653,13320,6492.0,3331.0,732.0,31528,45.0,2022-02-18
State Sector,10394,17233,8093.0,2460.0,11.0,38191,55.0,2022-02-18
Total,18047,30552,14585.0,5791.0,743.0,69718,100.0,2022-02-18
Coal,618,1295,568.0,555.0,14.0,3049,75.0,2022-02-18
Lignite,22,14,44.0,0.0,0.0,80,2.0,2022-02-18
Hydro,110,51,85.0,27.0,8.0,281,7.0,2022-02-18
Nuclear,33,21,66.0,0.0,0.0,119,3.0,2022-02-18
 Naptha & Diesel,15,16,10.0,0.0,27.0,68,2.0,2022-02-18
 Biomass & Others),124,131,196.0,5.0,0.0,457,1.0,2022-02-18
Total,922,1528,969.0,587.0,50.0,4055,100.0,2022-02-18
Punjab,6537,0,124.7,41.6,-0.6,175,0.0,2022-02-19
Haryana,6284,0,118.2,67.8,-0.1,218,0.0,2022-02-19
Rajasthan,15170,0,273.1,81.5,0.3,391,0.0,2022-02-19
Delhi,3649,0,59.4,48.0,-0.8,208,0.01,2022-02-19
NR UP,16995,0,298.1,80.7,-1.8,437,0.0,2022-02-19
Uttarakhand,2052,0,36.5,23.2,0.9,196,0.0,2022-02-19
HP,1619,0,28.7,21.5,-0.4,156,0.8,2022-02-19
J&K(UT) & Ladakh(UT),2903,250,56.1,52.7,-1.7,96,4.65,2022-02-19
Chandigarh,187,0,3.0,3.7,-0.7,0,0.0,2022-02-19
Gujarat,16703,0,354.4,180.3,42.0,1114,0.0,2022-02-19
MP,14154,0,284.4,173.5,-3.0,472,0.0,2022-02-19
WR Maharashtra,24849,0,519.5,158.9,-2.0,650,0.0,2022-02-19
Goa,543,0,11.1,10.8,0.0,42,0.0,2022-02-19
DD,317,0,7.3,7.0,0.3,75,0.0,2022-02-19
DNH,837,0,19.5,19.3,0.2,42,0.0,2022-02-19
AMNSIL,873,0,18.4,3.5,-0.2,213,0.0,2022-02-19
Andhra Pradesh,10540,0,200.2,84.6,1.3,1110,0.0,2022-02-19
Telangana,11589,0,217.2,93.3,-0.4,431,0.0,2022-02-19
SR Karnataka,13323,0,245.0,97.2,-1.0,638,0.0,2022-02-19
Kerala,3743,0,75.4,53.4,-0.2,353,0.0,2022-02-19
Tamil Nadu,14277,0,304.5,172.8,-0.9,428,0.0,2022-02-19
Bihar,4682,0,82.4,71.3,0.1,244,0.0,2022-02-19
Jharkhand,1460,0,28.0,19.5,-1.6,102,1.11,2022-02-19
ER Odisha,5640,0,109.3,48.9,-1.9,282,0.0,2022-02-19
Sikkim,93,0,1.5,1.8,-0.4,17,0.0,2022-02-19
Arunachal Pradesh,157,0,2.5,2.6,-0.2,37,0.0,2022-02-19
Assam,1371,0,22.8,17.2,-0.7,102,0.0,2022-02-19
Manipur,224,0,3.3,3.3,0.0,20,0.0,2022-02-19
NER Meghalaya,354,0,7.2,6.0,0.1,53,0.0,2022-02-19
Mizoram,120,0,1.8,2.0,-0.2,14,0.0,2022-02-19
Nagaland,135,0,2.3,2.1,0.2,18,0.0,2022-02-19
Tripura,208,0,3.5,1.8,-0.2,27,0.0,2022-02-19
Central Sector,7575,14130,6492.0,3081.0,732.0,32010,45.0,2022-02-19
Total,18369,31162,14585.0,5541.0,743.0,70400,100.0,2022-02-19
Coal,578,1261,537.0,563.0,13.0,2953,75.0,2022-02-19
Lignite,25,15,43.0,0.0,0.0,83,2.0,2022-02-19
Hydro,110,34,84.0,25.0,8.0,262,7.0,2022-02-19
Nuclear,33,21,66.0,0.0,0.0,119,3.0,2022-02-19
 Naptha & Diesel,14,15,9.0,0.0,25.0,64,2.0,2022-02-19
Total,890,1471,917.0,593.0,46.0,3917,100.0,2022-02-19
Punjab,7143,0,134.1,43.4,-0.3,127,0.0,2022-02-20
Haryana,7136,0,129.2,76.2,2.0,267,0.0,2022-02-20
Rajasthan,15141,0,277.0,73.3,-1.6,454,0.0,2022-02-20
Delhi,3705,0,61.4,51.7,-2.7,400,0.0,2022-02-20
NR UP,17738,0,306.0,86.5,-1.0,415,0.0,2022-02-20
Uttarakhand,2113,0,39.3,26.4,0.5,174,0.06,2022-02-20
HP,1897,0,32.6,24.4,0.5,249,0.0,2022-02-20
J&K(UT) & Ladakh(UT),2904,250,56.2,52.9,-1.8,230,4.65,2022-02-20
Chandigarh,209,0,3.3,3.8,-0.5,9,0.0,2022-02-20
Chhattisgarh,4438,0,97.5,29.1,0.1,222,0.0,2022-02-20
Gujarat,17456,0,364.6,197.9,4.8,995,0.0,2022-02-20
MP,14383,0,288.3,165.8,-1.7,680,0.0,2022-02-20
WR Maharashtra,25674,0,529.6,168.4,0.1,840,0.0,2022-02-20
Goa,591,0,11.8,11.5,0.0,38,0.0,2022-02-20
DD,340,0,7.5,7.0,0.5,59,0.0,2022-02-20
DNH,847,0,19.5,19.3,0.2,72,0.0,2022-02-20
AMNSIL,902,0,18.3,3.5,-0.4,250,0.0,2022-02-20
Andhra Pradesh,10871,0,205.7,86.9,1.4,510,0.0,2022-02-20
Telangana,11914,0,225.1,85.0,0.9,444,0.0,2022-02-20
Kerala,4052,0,82.9,57.6,-0.3,191,0.0,2022-02-20
Tamil Nadu,15819,0,332.9,202.4,2.2,793,0.0,2022-02-20
Puducherry,385,0,7.8,7.8,-0.1,45,0.0,2022-02-20
Jharkhand,1543,0,29.7,20.2,-0.8,194,1.38,2022-02-20
ER Odisha,5606,0,109.2,48.1,-1.4,439,0.0,2022-02-20
Sikkim,120,0,1.8,2.0,-0.3,40,0.0,2022-02-20
Arunachal Pradesh,150,0,2.2,2.8,-0.6,20,0.0,2022-02-20
Assam,1462,0,22.9,17.0,-1.0,98,0.0,2022-02-20
NER Meghalaya,368,0,7.2,5.8,0.1,61,0.0,2022-02-20
Mizoram,128,0,1.8,1.9,-0.3,13,0.0,2022-02-20
Nagaland,135,0,2.3,2.0,0.3,16,0.0,2022-02-20
Tripura,219,0,3.8,1.4,-0.3,17,0.0,2022-02-20
Central Sector,7705,13530,6492.0,3081.0,732.0,31540,45.0,2022-02-20
Total,17974,31558,14260.0,5541.0,743.0,70076,100.0,2022-02-20
Coal,597,1275,583.0,585.0,15.0,3055,75.0,2022-02-20
Lignite,25,15,45.0,0.0,0.0,85,2.0,2022-02-20
Hydro,111,59,96.0,26.0,9.0,302,7.0,2022-02-20
Nuclear,33,20,66.0,0.0,0.0,119,3.0,2022-02-20
 Naptha & Diesel,14,12,9.0,0.0,25.0,60,1.0,2022-02-20
 Biomass & Others),135,130,164.0,5.0,0.0,435,1.0,2022-02-20
Total,916,1511,963.0,617.0,49.0,4056,100.0,2022-02-20
Punjab,6942,0,126.2,43.1,-1.5,234,0.0,2022-02-21
Haryana,6651,0,127.4,72.2,-0.6,164,0.74,2022-02-21
Rajasthan,15585,0,269.9,23.8,2.1,595,0.0,2022-02-21
NR UP,17845,0,307.5,89.9,0.0,1053,0.0,2022-02-21
Uttarakhand,2046,0,39.0,26.6,0.1,220,0.32,2022-02-21
HP,1922,0,33.9,25.7,0.3,281,0.02,2022-02-21
J&K(UT) & Ladakh(UT),2902,300,58.6,53.8,-0.3,188,4.65,2022-02-21
Chandigarh,103,0,1.6,4.0,-2.3,0,0.0,2022-02-21
Chhattisgarh,4519,0,99.1,32.8,0.6,331,0.0,2022-02-21
Gujarat,17103,0,374.0,213.5,3.1,436,0.0,2022-02-21
MP,14568,0,292.8,164.2,-2.0,411,0.0,2022-02-21
WR Maharashtra,25820,0,539.8,184.4,2.6,1685,0.0,2022-02-21
Goa,615,0,12.1,12.0,-0.2,53,0.0,2022-02-21
DD,347,0,7.8,74.0,0.4,33,0.0,2022-02-21
DNH,868,0,19.9,19.8,0.1,122,0.0,2022-02-21
AMNSIL,877,0,19.4,4.6,-1.1,183,0.0,2022-02-21
Andhra Pradesh,10638,0,207.3,92.2,4.3,1820,0.44,2022-02-21
Telangana,11915,0,229.5,86.7,0.5,536,0.0,2022-02-21
SR Karnataka,14309,0,265.1,100.6,0.4,794,0.0,2022-02-21
Kerala,4027,0,83.7,60.0,-0.2,219,0.0,2022-02-21
Tamil Nadu,16262,0,345.4,210.7,1.2,408,0.0,2022-02-21
Puducherry,388,0,8.0,8.1,-0.1,42,0.0,2022-02-21
Bihar,4796,0,84.2,73.9,-0.2,491,0.07,2022-02-21
Jharkhand,1509,0,29.2,19.9,-0.8,206,1.69,2022-02-21
ER Odisha,5578,0,115.3,50.6,0.3,417,0.0,2022-02-21
West Bengal,6421,0,124.1,6.5,-0.4,344,0.0,2022-02-21
Sikkim,118,0,1.6,2.1,-0.4,63,0.0,2022-02-21
Arunachal Pradesh,155,0,2.3,2.7,-0.5,21,0.0,2022-02-21
Assam,1470,0,25.7,19.1,0.0,98,0.0,2022-02-21
Manipur,244,0,3.3,3.2,0.1,44,0.0,2022-02-21
NER Meghalaya,366,0,7.2,6.1,0.1,50,0.0,2022-02-21
Mizoram,104,0,1.7,1.9,-0.3,19,0.0,2022-02-21
Nagaland,152,0,2.4,2.1,0.2,33,0.0,2022-02-21
Tripura,222,0,4.2,1.9,0.3,69,0.0,2022-02-21
Central Sector,6518,12800,6992.0,3081.0,369.0,29759,42.0,2022-02-21
State Sector,11229,19229,8268.0,2250.0,11.0,40987,58.0,2022-02-21
Total,17747,32028,15260.0,5331.0,380.0,70746,100.0,2022-02-21
Coal,598,1266,572.0,607.0,14.0,3057,74.0,2022-02-21
Lignite,26,15,45.0,0.0,0.0,87,2.0,2022-02-21
Hydro,114,56,107.0,26.0,9.0,312,8.0,2022-02-21
Nuclear,33,20,65.0,0.0,0.0,118,3.0,2022-02-21
 Naptha & Diesel,15,9,8.0,0.0,27.0,59,1.0,2022-02-21
 Biomass & Others),173,133,175.0,5.0,0.0,486,12.0,2022-02-21
Total,958,1500,972.0,638.0,50.0,4119,100.0,2022-02-21
Punjab,6722,0,126.8,41.8,0.0,326,0.55,2022-02-22
Haryana,6854,0,126.1,78.1,1.2,235,2.08,2022-02-22
Rajasthan,15060,0,282.6,66.9,4.0,738,1.46,2022-02-22
Delhi,3871,0,65.1,52.8,-0.7,228,0.0,2022-02-22
NR UP,17464,0,303.6,85.7,0.2,539,0.0,2022-02-22
Uttarakhand,2052,70,38.5,25.7,-0.1,130,0.55,2022-02-22
HP,1830,0,33.0,25.4,-0.1,310,0.02,2022-02-22
J&K(UT) & Ladakh(UT),1896,0,35.4,31.5,-1.3,480,4.65,2022-02-22
Chandigarh,175,0,2.4,4.2,-1.8,7,0.0,2022-02-22
Chhattisgarh,4500,0,100.0,35.2,-0.2,272,0.0,2022-02-22
Gujarat,16773,0,367.6,220.7,5.8,768,0.0,2022-02-22
MP.,14627,0,295.8,173.1,-2.0,506,0.0,2022-02-22
WR Maharashtra,25558,0,542.7,202.7,-1.6,816,0.0,2022-02-22
Goa,586,20,12.4,11.9,0.2,64,0.02,2022-02-22
DD,349,0,78.0,7.4,0.4,96,0.0,2022-02-22
DNH,873,0,20.0,19.8,0.2,127,0.0,2022-02-22
AMNSIL,821,0,17.4,4.6,-0.8,235,0.0,2022-02-22
Andhra Pradesh,10943,450,212.4,81.4,0.2,566,0.26,2022-02-22
SR Karnataka,14196,0,265.3,99.8,-2.0,947,0.0,2022-02-22
Kerala,4027,0,82.6,58.2,-0.4,211,0.0,2022-02-22
Tamil Nadu,15746,0,339.6,200.8,-2.4,957,0.0,2022-02-22
Puducherry,391,0,8.0,8.1,-0.1,24,0.0,2022-02-22
Bihar,5269,0,84.5,71.9,0.2,317,0.04,2022-02-22
DVC,3462,0,70.7,47.7,-1.3,257,0.0,2022-02-22
Jharkhand,1558,158,27.6,19.5,-1.4,207,2.61,2022-02-22
ER Odisha,5638,0,115.0,50.0,-0.1,406,0.0,2022-02-22
West Bengal,7043,0,125.4,5.3,0.5,430,0.0,2022-02-22
Sikkim,130,0,2.0,2.2,-0.2,41,0.0,2022-02-22
Arunachal Pradesh,153,0,2.6,2.7,-0.3,35,0.0,2022-02-22
Manipur,245,0,3.4,3.4,0.0,61,0.0,2022-02-22
Mizoram,118,0,1.8,1.9,-0.3,10,0.0,2022-02-22
Nagaland,151,0,2.6,2.3,0.2,21,0.0,2022-02-22
Tripura,220,0,3.8,2.2,-0.2,19,0.0,2022-02-22
Central Sector,6718,12930,6532.0,2831.0,369.0,29379,42.0,2022-02-22
State Sector,10584,19659,7978.0,2500.0,11.0,40732,58.0,2022-02-22
Total,17302,32588,14510.0,5331.0,380.0,70111,100.0,2022-02-22
Coal,618,1266,582.0,608.0,15.0,3089,75.0,2022-02-22
Lignite,23,15,45.0,0.0,0.0,84,2.0,2022-02-22
Hydro,121,57,95.0,26.0,9.0,308,7.0,2022-02-22
Nuclear,32,30,65.0,0.0,0.0,127,3.0,2022-02-22
 Naptha & Diesel,16,10,1.0,0.0,29.0,63,2.0,2022-02-22
Total,932,1468,1019.0,639.0,53.0,4111,100.0,2022-02-22
Punjab,7032,0,139.2,41.6,-0.4,198,0.0,2022-02-23
Haryana,7021,125,129.6,79.8,0.6,184,3.53,2022-02-23
Rajasthan,14844,27,281.3,69.0,2.5,509,4.9,2022-02-23
Delhi,3759,0,64.4,52.5,-1.0,184,0.0,2022-02-23
NR UP,17516,0,309.7,85.1,-0.5,264,0.0,2022-02-23
Uttarakhand,2045,80,38.5,24.5,0.7,202,0.52,2022-02-23
HP,1865,0,33.3,25.1,1.0,288,0.0,2022-02-23
Chandigarh,206,0,3.3,3.7,-0.4,6,0.0,2022-02-23
Chhattisgarh,4664,0,102.5,45.5,0.6,368,0.0,2022-02-23
Gujarat,17197,0,369.6,219.4,7.4,1096,0.0,2022-02-23
MP,14381,0,295.4,178.0,-0.5,699,0.0,2022-02-23
WR Maharashtra,26307,0,550.1,196.3,-1.8,659,0.0,2022-02-23
Goa,607,20,12.4,12.0,0.1,104,0.02,2022-02-23
DD,352,0,79.0,74.0,0.5,95,0.0,2022-02-23
DNH,875,0,20.0,19.6,0.4,133,0.0,2022-02-23
AMNSIL,786,0,17.0,4.6,-0.9,176,0.0,2022-02-23
Andhra Pradesh,11056,0,212.6,90.1,1.8,957,0.0,2022-02-23
Telangana,12907,0,248.4,106.5,-1.2,404,0.0,2022-02-23
SR Karnataka,14333,0,266.5,92.0,-1.0,834,0.0,2022-02-23
Kerala,3967,0,82.6,56.2,-0.5,186,0.0,2022-02-23
Tamil Nadu,15876,0,340.6,205.1,1.5,1728,0.0,2022-02-23
Puducherry,389,0,8.1,8.3,-0.3,60,0.0,2022-02-23
Bihar,4728,0,81.8,76.0,-1.0,272,0.39,2022-02-23
Jharkhand,1436,205,25.0,17.9,2.6,181,1.17,2022-02-23
ER Odisha,5302,0,111.4,46.8,-1.1,354,0.0,2022-02-23
Sikkim,122,0,2.2,21.0,0.1,42,0.0,2022-02-23
Arunachal Pradesh,156,0,2.6,2.7,-0.2,36,0.0,2022-02-23
Assam,1481,0,25.9,18.9,0.4,109,0.0,2022-02-23
Manipur,234,0,3.5,3.4,0.1,16,0.0,2022-02-23
NER Meghalaya,387,0,7.4,5.9,0.1,71,0.0,2022-02-23
Mizoram,129,0,1.8,1.9,-0.3,21,0.0,2022-02-23
Nagaland,153,0,2.6,2.3,0.2,19,0.0,2022-02-23
Tripura,225,0,3.8,2.2,-0.2,12,0.0,2022-02-23
Central Sector,6949,12930,6742.0,2481.0,334.0,29436,41.0,2022-02-23
Total,17534,31628,16530.0,5581.0,345.0,71617,100.0,2022-02-23
Coal,645,1291,596.0,601.0,15.0,3149,76.0,2022-02-23
Lignite,21,16,44.0,0.0,0.0,81,2.0,2022-02-23
Hydro,124,56,103.0,26.0,8.0,318,8.0,2022-02-23
Nuclear,32,33,66.0,0.0,0.0,131,3.0,2022-02-23
 Naptha & Diesel,15,10,7.0,0.0,29.0,61,1.0,2022-02-23
 Biomass & Others),116,84,199.0,5.0,0.0,405,10.0,2022-02-23
Total,954,1489,1014.0,632.0,53.0,4143,100.0,2022-02-23
Punjab,6968,0,138.8,42.2,-0.5,112,0.0,2022-02-24
Haryana,7076,0,129.4,80.1,0.5,285,1.03,2022-02-24
Rajasthan,15184,0,281.4,64.4,-1.7,353,2.42,2022-02-24
