Source,NR,WR,SR,ER,NER,All India,% Share,Date
Total,1277.0,1471.0,1031.0,707.0,74.0,4560.0,100,2022-06-14
Total,8812.0,27094.0,19093.0,3975.0,982.0,59956.0,100,
Coal,799.0,1243.0,446.0,591.0,16.0,3095.0,68,2022-06-15
Lignite,27.0,13.0,65.0,0.0,0.0,104.0,2,2022-06-15
Hydro,288.0,27.0,45.0,94.0,31.0,485.0,11,2022-06-15
Nuclear,28.0,33.0,67.0,0.0,0.0,128.0,3,2022-06-15
"Gas, Naptha & Diesel",21.0,3.0,10.0,0.0,24.0,58.0,1,2022-06-15
"RES (Wind, Solar, Biomass & Others)",149.0,138.0,378.0,5.0,1.0,670.0,15,2022-06-15
Total,1313.0,1456.0,1011.0,690.0,722.0,4541.0,100,2022-06-15
Total,9107.0,26024.0,15878.0,5075.0,982.0,57066.0,100,
Coal,813.0,1301.0,494.0,603.0,17.0,3229.0,69,2022-06-16
Lignite,28.0,13.0,68.0,0.0,0.0,109.0,2,2022-06-16
Hydro,324.0,29.0,60.0,113.0,32.0,558.0,12,2022-06-16
Nuclear,28.0,33.0,67.0,0.0,0.0,129.0,3,2022-06-16
"Gas, Naptha & Diesel",26.0,1.0,9.0,0.0,25.0,67.0,1,2022-06-16
"RES (Wind, Solar, Biomass & Others)",140.0,127.0,342.0,5.0,1.0,615.0,13,2022-06-16
Total,1360.0,1510.0,1040.0,71.0,74.0,4705.0,100,2022-06-16
Total,8792.0,24211.0,14368.0,4975.0,982.0,53328.0,100,
Coal,803.0,1327.0,535.0,588.0,17.0,3271.0,68,2022-06-17
Lignite,30.0,13.0,67.0,0.0,0.0,110.0,2,2022-06-17
Hydro,340.0,30.0,63.0,114.0,33.0,581.0,12,2022-06-17
Nuclear,29.0,33.0,67.0,0.0,0.0,129.0,3,2022-06-17
"Gas, Naptha & Diesel",36.0,9.0,9.0,0.0,24.0,78.0,2,2022-06-17
"RES (Wind, Solar, Biomass & Others)",169.0,151.0,310.0,5.0,0.0,635.0,13,2022-06-17
Total,1407.0,1562.0,1051.0,708.0,74.0,4802.0,100,2022-06-17
Total,8432.0,25631.0,13698.0,4847.0,982.0,53590.0,100,
Coal,754.0,1269.0,529.0,562.0,16.0,3130.0,66,2022-06-18
Lignite,30.0,14.0,101.0,0.0,0.0,144.0,3,2022-06-18
Hydro,344.0,29.0,53.0,117.0,36.0,578.0,12,2022-06-18
Nuclear,28.0,33.0,67.0,0.0,0.0,128.0,3,2022-06-18
"RES (Wind, Solar, Biomass & Others)",193.0,195.0,330.0,5.0,0.0,723.0,15,2022-06-18
Total,12062.0,27221.0,13758.0,4847.0,1098.0,58986.0,100,2022-06-18
Coal,644.0,1152.0,498.0,526.0,13.0,2834.0,64,2022-06-19
Lignite,29.0,14.0,65.0,0.0,0.0,108.0,2,2022-06-19
Hydro,336.0,25.0,47.0,120.0,35.0,563.0,13,2022-06-19
Nuclear,29.0,33.0,67.0,0.0,0.0,129.0,3,2022-06-19
"Gas, Naptha & Diesel",21.0,7.0,9.0,0.0,23.0,59.0,1,2022-06-19
"RES (Wind, Solar, Biomass & Others)",184.0,191.0,338.0,5.0,0.0,718.0,16,2022-06-19
Total,1244.0,1422.0,1024.0,651.0,72.0,4411.0,100,2022-06-19
Total,11792.0,30216.0,13238.0,5017.0,1117.0,61380.0,100,
Coal,627.0,1131.0,491.0,541.0,13.0,2802.0,65,2022-06-20
Lignite,28.0,12.0,65.0,0.0,0.0,105.0,2,2022-06-20
Hydro,343.0,20.0,47.0,118.0,34.0,561.0,13,2022-06-20
Nuclear,30.0,33.0,67.0,0.0,0.0,130.0,3,2022-06-20
"Gas, Naptha & Diesel",15.0,6.0,9.0,0.0,22.0,53.0,1,2022-06-20
"RES (Wind, Solar, Biomass & Others)",113.0,196.0,363.0,6.0,1.0,679.0,16,2022-06-20
Total,1155.0,1399.0,1042.0,664.0,70.0,4329.0,100,2022-06-20
Total,11110.0,30366.0,14918.0,4217.0,1033.0,61644.0,100,
Coal,687.0,1105.0,498.0,570.0,16.0,2875.0,66,2022-06-21
Lignite,28.0,12.0,62.0,0.0,0.0,101.0,2,2022-06-21
Hydro,357.0,24.0,55.0,121.0,35.0,592.0,14,2022-06-21
Nuclear,29.0,33.0,67.0,0.0,0.0,130.0,3,2022-06-21
"Gas, Naptha & Diesel",16.0,5.0,8.0,0.0,23.0,52.0,1,2022-06-21
"RES (Wind, Solar, Biomass & Others)",92.0,141.0,353.0,5.0,1.0,591.0,14,2022-06-21
Total,1208.0,1320.0,1042.0,696.0,75.0,4341.0,100,2022-06-21
Total,11800.0,30186.0,16673.0,4637.0,1033.0,64329.0,100,
Coal,670.0,1084.0,450.0,546.0,16.0,2765.0,66,2022-06-22
Lignite,26.0,12.0,55.0,0.0,0.0,93.0,2,2022-06-22
Hydro,357.0,21.0,53.0,119.0,33.0,583.0,14,2022-06-22
Nuclear,29.0,33.0,67.0,0.0,0.0,130.0,3,2022-06-22
"Gas, Naptha & Diesel",16.0,4.0,9.0,0.0,24.0,52.0,1,2022-06-22
"RES (Wind, Solar, Biomass & Others)",91.0,138.0,343.0,4.0,1.0,577.0,14,2022-06-22
Total,11980.0,30331.0,16338.0,4427.0,1033.0,64109.0,100,2022-06-22
Coal,734.0,1161.0,486.0,582.0,17.0,2979.0,67,2022-06-23
Lignite,28.0,11.0,58.0,0.0,0.0,97.0,2,2022-06-23
Hydro,361.0,24.0,71.0,122.0,32.0,611.0,14,2022-06-23
Nuclear,29.0,33.0,67.0,0.0,0.0,129.0,3,2022-06-23
"Gas, Naptha & Diesel",17.0,6.0,9.0,0.0,24.0,56.0,1,2022-06-23
"RES (Wind, Solar, Biomass & Others)",11.0,113.0,355.0,5.0,1.0,584.0,13,2022-06-23
Total,10309.0,28940.0,17408.0,4257.0,781.0,61695.0,100,2022-06-23
Coal,765.0,1181.0,478.0,575.0,17.0,3015.0,66,2022-06-24
Lignite,29.0,10.0,53.0,0.0,0.0,92.0,2,2022-06-24
Hydro,363.0,28.0,80.0,120.0,32.0,623.0,14,2022-06-24
Nuclear,29.0,33.0,67.0,0.0,0.0,129.0,3,2022-06-24
"Gas, Naptha & Diesel",20.0,8.0,9.0,0.0,23.0,60.0,1,2022-06-24
"RES (Wind, Solar, Biomass & Others)",128.0,127.0,362.0,5.0,1.0,623.0,14,2022-06-24
Total,11370.0,29883.0,16768.0,5045.0,900.0,63965.0,100,2022-06-24
Coal,762.0,1178.0,479.0,563.0,14.0,2994.0,68,2022-06-25
Lignite,30.0,9.0,55.0,0.0,0.0,94.0,2,2022-06-25
Hydro,363.0,35.0,92.0,116.0,31.0,637.0,14,2022-06-25
Nuclear,29.0,33.0,68.0,0.0,0.0,130.0,3,2022-06-25
"Gas, Naptha & Diesel",24.0,8.0,9.0,0.0,24.0,65.0,1,2022-06-25
"RES (Wind, Solar, Biomass & Others)",99.0,100.0,310.0,5.0,0.0,514.0,12,2022-06-25
Total,1307.0,1362.0,1011.0,684.0,69.0,4433.0,100,2022-06-25
Total,10063.0,29924.0,18438.0,4535.0,671.0,63631.0,100,
Coal,765.0,1185.0,470.0,580.0,14.0,3014.0,67,2022-06-26
Lignite,28.0,10.0,60.0,0.0,0.0,98.0,2,2022-06-26
Nuclear,29.0,33.0,67.0,0.0,0.0,129.0,3,2022-06-26
"Gas, Naptha & Diesel",26.0,6.0,8.0,0.0,24.0,64.0,1,2022-06-26
"RES (Wind, Solar, Biomass & Others)",118.0,148.0,338.0,5.0,1.0,609.0,13,2022-06-26
Total,1321.0,1410.0,1034.0,695.0,69.0,4529.0,100,2022-06-26
Total,10850.0,30469.0,19868.0,4325.0,671.0,66182.0,100,
Coal,763.0,1176.0,431.0,595.0,17.0,2982.0,66,2022-06-27
Lignite,28.0,10.0,60.0,0.0,0.0,98.0,2,2022-06-27
Hydro,353.0,25.0,87.0,109.0,30.0,604.0,13,2022-06-27
Nuclear,29.0,33.0,68.0,0.0,0.0,130.0,3,2022-06-27
"Gas, Naptha & Diesel",21.0,3.0,9.0,0.0,28.0,61.0,1,2022-06-27
"RES (Wind, Solar, Biomass & Others)",128.0,180.0,354.0,5.0,0.0,667.0,15,2022-06-27
Total,1322.0,1427.0,1009.0,709.0,76.0,4543.0,100,2022-06-27
Total,13611.0,30939.0,21693.0,5295.0,650.0,72187.0,100,
Coal,718.0,1095.0,383.0,551.0,14.0,2761.0,64,2022-06-28
Lignite,27.0,7.0,57.0,0.0,0.0,91.0,2,2022-06-28
Hydro,349.0,22.0,87.0,110.0,29.0,597.0,14,2022-06-28
Nuclear,29.0,33.0,68.0,0.0,0.0,130.0,3,2022-06-28
"Gas, Naptha & Diesel",21.0,2.0,9.0,0.0,29.0,61.0,1,2022-06-28
"RES (Wind, Solar, Biomass & Others)",133.0,198.0,362.0,5.0,1.0,699.0,16,2022-06-28
Total,12269.0,32149.0,22923.0,5855.0,500.0,73695.0,100,2022-06-28
Coal,665.0,1003.0,325.0,516.0,14.0,2523.0,62,2022-06-29
Lignite,25.0,7.0,52.0,0.0,0.0,84.0,2,2022-06-29
Hydro,344.0,20.0,80.0,106.0,30.0,581.0,14,2022-06-29
Nuclear,29.0,33.0,68.0,0.0,0.0,130.0,3,2022-06-29
"Gas, Naptha & Diesel",21.0,2.0,9.0,0.0,30.0,62.0,2,2022-06-29
"RES (Wind, Solar, Biomass & Others)",116.0,221.0,360.0,5.0,1.0,702.0,17,2022-06-29
Total,1200.0,1286.0,894.0,627.0,5.0,4081.0,100,2022-06-29
Total,11735.0,35044.0,21693.0,5945.0,590.0,75006.0,100,
Coal,716.0,1047.0,346.0,554.0,14.0,2676.0,63,2022-06-30
Lignite,26.0,5.0,56.0,0.0,0.0,87.0,2,2022-06-30
Hydro,365.0,23.0,89.0,108.0,32.0,616.0,14,2022-06-30
Nuclear,29.0,26.0,68.0,0.0,0.0,123.0,3,2022-06-30
"Gas, Naptha & Diesel",20.0,3.0,9.0,0.0,29.0,61.0,1,2022-06-30
"RES (Wind, Solar, Biomass & Others)",131.0,208.0,371.0,4.0,1.0,715.0,17,2022-06-30
Total,1288.0,1312.0,938.0,666.0,75.0,4280.0,100,2022-06-30
Total,11105.0,33819.0,23243.0,5145.0,590.0,73901.0,100,
Coal,730.0,1051.0,341.0,557.0,15.0,2695.0,62,2022-07-01
Lignite,24.0,4.0,56.0,0.0,0.0,85.0,2,2022-07-01
Hydro,373.0,29.0,100.0,109.0,33.0,644.0,15,2022-07-01
Nuclear,29.0,8.0,68.0,0.0,0.0,105.0,2,2022-07-01
"Gas, Naptha & Diesel",20.0,3.0,8.0,0.0,29.0,60.0,1,2022-07-01
"RES (Wind, Solar, Biomass & Others)",139.0,214.0,398.0,4.0,1.0,756.0,17,2022-07-01
Total,1316.0,1310.0,971.0,670.0,78.0,4345.0,100,2022-07-01
Total,11255.0,33194.0,23243.0,4315.0,556.0,72562.0,100,
Lignite,27.0,5.0,55.0,0.0,0.0,86.0,2,
Hydro,359.0,31.0,113.0,116.0,32.0,651.0,15,
Nuclear,29.0,12.0,68.0,0.0,0.0,109.0,3,
"Gas, Naptha & Diesel",21.0,4.0,9.0,0.0,29.0,63.0,1,
"RES (Wind, Solar, Biomass & Others)",135.0,180.0,377.0,5.0,1.0,698.0,16,
Total,1319.0,1292.0,961.0,690.0,78.0,4340.0,100,
Total,12755.0,33789.0,21413.0,5825.0,611.0,74392.0,100,
Coal,702.0,1042.0,344.0,555.0,15.0,2658.0,62,2022-07-02
Lignite,27.0,5.0,55.0,0.0,0.0,87.0,2,2022-07-02
Hydro,365.0,39.0,117.0,122.0,32.0,675.0,16,2022-07-02
Nuclear,29.0,21.0,67.0,0.0,0.0,116.0,3,2022-07-02
"Gas, Naptha & Diesel",17.0,3.0,8.0,0.0,28.0,56.0,1,2022-07-02
"RES (Wind, Solar, Biomass & Others)",131.0,126.0,407.0,4.0,1.0,670.0,16,2022-07-02
Total,13165.0,32849.0,19473.0,6725.0,623.0,72834.0,100,2022-07-02
Coal,698.0,1061.0,385.0,525.0,14.0,2682.0,63,2022-07-03
Lignite,27.0,6.0,59.0,0.0,0.0,91.0,2,2022-07-03
Hydro,365.0,47.0,131.0,116.0,31.0,691.0,16,2022-07-03
"Gas, Naptha & Diesel",15.0,3.0,9.0,0.0,29.0,55.0,1,2022-07-03
"RES (Wind, Solar, Biomass & Others)",123.0,135.0,395.0,5.0,1.0,659.0,15,2022-07-03
Total,1257.0,1271.0,1039.0,646.0,75.0,4289.0,100,2022-07-03
Total,12015.0,34439.0,20723.0,7335.0,560.0,75071.0,100,
Coal,710.0,1062.0,389.0,532.0,14.0,2707.0,62,2022-07-04
Lignite,27.0,8.0,59.0,0.0,0.0,94.0,2,2022-07-04
Hydro,367.0,62.0,140.0,103.0,30.0,702.0,16,2022-07-04
Nuclear,29.0,20.0,58.0,0.0,0.0,108.0,2,2022-07-04
"Gas, Naptha & Diesel",15.0,3.0,8.0,0.0,28.0,54.0,1,2022-07-04
"RES (Wind, Solar, Biomass & Others)",137.0,181.0,362.0,4.0,1.0,685.0,16,2022-07-04
Total,1287.0,1336.0,1015.0,639.0,722.0,4350.0,100,2022-07-04
Total,12870.0,34034.0,22016.0,5135.0,560.0,74614.0,100,
Coal,682.0,1032.0,356.0,499.0,14.0,2583.0,63,2022-07-05
Lignite,26.0,8.0,55.0,0.0,0.0,88.0,2,2022-07-05
Hydro,366.0,51.0,141.0,11.0,28.0,697.0,17,2022-07-05
Nuclear,29.0,21.0,58.0,0.0,0.0,107.0,3,2022-07-05
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,28.0,55.0,1,2022-07-05
"RES (Wind, Solar, Biomass & Others)",112.0,188.0,292.0,4.0,1.0,597.0,14,2022-07-05
Total,1230.0,1302.0,911.0,614.0,70.0,4127.0,100,2022-07-05
Total,11985.0,34989.0,18538.0,5465.0,560.0,71536.0,100,
Lignite,24.0,8.0,60.0,0.0,0.0,93.0,2,
Hydro,360.0,61.0,148.0,112.0,26.0,706.0,16,
Nuclear,29.0,30.0,62.0,0.0,0.0,121.0,3,
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,30.0,58.0,1,
"RES (Wind, Solar, Biomass & Others)",90.0,152.0,263.0,5.0,1.0,511.0,12,
Total,1297.0,1333.0,949.0,685.0,73.0,4336.0,100,
Total,11275.0,32564.0,17703.0,5005.0,494.0,67041.0,100,
Coal,810.0,1099.0,456.0,578.0,17.0,2960.0,65,2022-07-06
Lignite,24.0,8.0,63.0,0.0,0.0,95.0,2,2022-07-06
Hydro,367.0,84.0,138.0,118.0,27.0,734.0,16,2022-07-06
Nuclear,29.0,32.0,68.0,0.0,0.0,129.0,3,2022-07-06
"Gas, Naptha & Diesel",19.0,5.0,9.0,0.0,29.0,61.0,1,2022-07-06
"RES (Wind, Solar, Biomass & Others)",126.0,158.0,271.0,5.0,0.0,561.0,12,2022-07-06
Total,10181.0,35704.0,17065.0,5740.0,494.0,69184.0,100,2022-07-06
Lignite,23.0,9.0,64.0,0.0,0.0,96.0,2,
Hydro,319.0,86.0,126.0,121.0,32.0,683.0,16,
Nuclear,29.0,36.0,67.0,0.0,0.0,132.0,3,
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,29.0,57.0,1,
"RES (Wind, Solar, Biomass & Others)",191.0,188.0,246.0,4.0,1.0,630.0,14,
Total,1325.0,1364.0,971.0,673.0,76.0,4409.0,100,
Total,11800.0,36719.0,17005.0,6070.0,459.0,72052.0,100,
Coal,656.0,971.0,437.0,498.0,14.0,2576.0,61,2022-07-07
Lignite,24.0,10.0,61.0,0.0,0.0,95.0,2,2022-07-07
Hydro,340.0,106.0,131.0,129.0,36.0,742.0,18,2022-07-07
Nuclear,29.0,40.0,68.0,0.0,0.0,137.0,3,2022-07-07
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,28.0,57.0,1,2022-07-07
"RES (Wind, Solar, Biomass & Others)",174.0,197.0,241.0,4.0,0.0,617.0,15,2022-07-07
Total,1239.0,1328.0,947.0,631.0,78.0,4224.0,100,2022-07-07
Total,11617.0,37039.0,16823.0,6285.0,459.0,72222.0,100,
Coal,693.0,1010.0,446.0,532.0,15.0,2696.0,63,2022-07-08
Lignite,25.0,12.0,62.0,0.0,0.0,100.0,2,2022-07-08
Hydro,337.0,102.0,148.0,128.0,33.0,748.0,18,2022-07-08
Nuclear,29.0,40.0,67.0,0.0,0.0,137.0,3,2022-07-08
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,29.0,57.0,1,2022-07-08
"RES (Wind, Solar, Biomass & Others)",125.0,169.0,222.0,4.0,1.0,522.0,12,2022-07-08
Total,1226.0,1337.0,955.0,664.0,78.0,4260.0,100,2022-07-08
Total,11052.0,35194.0,19023.0,6675.0,408.0,72351.0,100,
Coal,696.0,997.0,411.0,524.0,15.0,2643.0,62,2022-07-09
Lignite,27.0,12.0,59.0,0.0,0.0,98.0,2,2022-07-09
Hydro,332.0,96.0,141.0,129.0,32.0,731.0,17,2022-07-09
Nuclear,29.0,40.0,68.0,0.0,0.0,137.0,3,2022-07-09
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,29.0,57.0,1,2022-07-09
"RES (Wind, Solar, Biomass & Others)",101.0,175.0,282.0,5.0,1.0,562.0,13,2022-07-09
Total,1202.0,1323.0,969.0,658.0,78.0,4229.0,100,2022-07-09
Total,10937.0,37759.0,19463.0,5375.0,429.0,73962.0,100,
Coal,677.0,899.0,368.0,498.0,13.0,2454.0,60,2022-07-10
Lignite,27.0,10.0,57.0,0.0,0.0,94.0,2,2022-07-10
Nuclear,29.0,40.0,49.0,0.0,0.0,118.0,3,2022-07-10
"Gas, Naptha & Diesel",16.0,3.0,9.0,0.0,29.0,57.0,1,2022-07-10
"RES (Wind, Solar, Biomass & Others)",125.0,207.0,278.0,4.0,1.0,616.0,15,2022-07-10
Total,1219.0,1252.0,906.0,630.0,76.0,4082.0,100,2022-07-10
Total,12368.0,36474.0,18138.0,4965.0,408.0,72352.0,100,
Coal,699.0,959.0,427.0,540.0,14.0,2639.0,62,2022-07-11
Lignite,27.0,9.0,67.0,0.0,0.0,103.0,2,2022-07-11
Hydro,353.0,102.0,155.0,128.0,34.0,773.0,18,2022-07-11
Nuclear,27.0,40.0,46.0,0.0,0.0,113.0,3,2022-07-11
"Gas, Naptha & Diesel",18.0,17.0,9.0,0.0,29.0,74.0,2,2022-07-11
"RES (Wind, Solar, Biomass & Others)",124.0,191.0,240.0,5.0,1.0,560.0,13,2022-07-11
Total,1250.0,1318.0,944.0,672.0,78.0,4262.0,100,2022-07-11
Total,11082.0,36229.0,18738.0,4905.0,408.0,71361.0,100,
Coal,759.0,1032.0,464.0,582.0,18.0,2855.0,66,2022-07-12
Lignite,26.0,10.0,59.0,0.0,0.0,94.0,2,2022-07-12
Hydro,367.0,108.0,164.0,133.0,35.0,807.0,19,2022-07-12
"Gas, Naptha & Diesel",19.0,5.0,9.0,0.0,30.0,64.0,1,2022-07-12
"RES (Wind, Solar, Biomass & Others)",95.0,123.0,151.0,5.0,0.0,374.0,9,2022-07-12
Total,1290.0,1318.0,894.0,720.0,83.0,4305.0,100,2022-07-12
Total,11856.0,36989.0,18228.0,4655.0,408.0,72135.0,100,
Coal,790.0,1030.0,476.0,597.0,17.0,2910.0,67,2022-07-13
Lignite,25.0,9.0,55.0,0.0,0.0,89.0,2,2022-07-13
Hydro,365.0,113.0,160.0,133.0,35.0,804.0,18,2022-07-13
"Gas, Naptha & Diesel",19.0,5.0,9.0,0.0,30.0,63.0,1,2022-07-13
"RES (Wind, Solar, Biomass & Others)",95.0,123.0,150.0,5.0,1.0,374.0,9,2022-07-13
Total,1318.0,1319.0,896.0,734.0,82.0,4349.0,100,2022-07-13
Coal,771.0,1019.0,480.0,590.0,17.0,2876.0,66,2022-07-14
Lignite,26.0,1.0,56.0,0.0,0.0,92.0,2,2022-07-14
Hydro,360.0,113.0,155.0,133.0,35.0,797.0,18,2022-07-14
Nuclear,28.0,32.0,47.0,0.0,0.0,107.0,2,2022-07-14
"Gas, Naptha & Diesel",20.0,5.0,8.0,0.0,30.0,63.0,1,2022-07-14
"RES (Wind, Solar, Biomass & Others)",124.0,11.0,172.0,5.0,1.0,412.0,9,2022-07-14
Total,1328.0,1291.0,918.0,728.0,82.0,4347.0,100,2022-07-14
Total,11377.0,35249.0,15920.0,4438.0,429.0,67412.0,100,
Coal,768.0,1048.0,506.0,594.0,17.0,2932.0,67,2022-07-15
Lignite,27.0,11.0,59.0,0.0,0.0,97.0,2,2022-07-15
Hydro,299.0,111.0,137.0,135.0,34.0,716.0,16,2022-07-15
"Gas, Naptha & Diesel",19.0,5.0,9.0,0.0,30.0,63.0,1,2022-07-15
"RES (Wind, Solar, Biomass & Others)",155.0,119.0,168.0,5.0,1.0,448.0,10,2022-07-15
Total,1298.0,1327.0,925.0,734.0,81.0,4364.0,100,2022-07-15
Total,10922.0,34194.0,15630.0,3778.0,429.0,64952.0,100,
Coal,688.0,1036.0,484.0,569.0,15.0,2791.0,65,2022-07-16
Lignite,26.0,11.0,62.0,0.0,0.0,100.0,2,2022-07-16
Hydro,356.0,107.0,126.0,135.0,33.0,758.0,18,2022-07-16
Nuclear,29.0,33.0,47.0,0.0,0.0,109.0,3,2022-07-16
"Gas, Naptha & Diesel",16.0,2.0,10.0,0.0,30.0,58.0,1,2022-07-16
"RES (Wind, Solar, Biomass & Others)",156.0,150.0,182.0,5.0,0.0,493.0,11,2022-07-16
Total,1271.0,1340.0,911.0,709.0,79.0,4309.0,100,2022-07-16
Total,11560.0,34397.0,16230.0,3703.0,658.0,66546.0,100,
Coal,640.0,967.0,454.0,532.0,12.0,2605.0,63,2022-07-17
Lignite,26.0,11.0,57.0,0.0,0.0,94.0,2,2022-07-17
Hydro,339.0,94.0,126.0,129.0,35.0,724.0,18,2022-07-17
Nuclear,29.0,33.0,46.0,0.0,0.0,108.0,3,2022-07-17
"Gas, Naptha & Diesel",16.0,3.0,10.0,0.0,30.0,58.0,1,2022-07-17
"RES (Wind, Solar, Biomass & Others)",172.0,183.0,180.0,4.0,0.0,539.0,13,2022-07-17
Total,1222.0,1291.0,872.0,665.0,78.0,4128.0,100,2022-07-17
Total,13007.0,32846.0,17163.0,3670.0,679.0,67364.0,100,
Coal,686.0,1028.0,454.0,547.0,10.0,2725.0,64,2022-07-18
Lignite,30.0,10.0,60.0,0.0,0.0,100.0,2,2022-07-18
Hydro,343.0,97.0,131.0,125.0,41.0,736.0,17,2022-07-18
Nuclear,29.0,33.0,47.0,0.0,0.0,109.0,3,2022-07-18
"Gas, Naptha & Diesel",16.0,4.0,9.0,0.0,30.0,59.0,1,2022-07-18
"RES (Wind, Solar, Biomass & Others)",142.0,184.0,226.0,5.0,0.0,557.0,13,2022-07-18
Total,1246.0,1355.0,928.0,677.0,81.0,4287.0,100,2022-07-18
Total,11872.0,33146.0,18823.0,5850.0,679.0,70369.0,100,
Coal,740.0,1098.0,438.0,564.0,11.0,2851.0,64,2022-07-19
Lignite,31.0,11.0,61.0,0.0,0.0,103.0,2,2022-07-19
Hydro,353.0,82.0,154.0,132.0,38.0,759.0,17,2022-07-19
Nuclear,29.0,33.0,47.0,0.0,0.0,109.0,2,2022-07-19
"Gas, Naptha & Diesel",18.0,8.0,9.0,0.0,30.0,66.0,1,2022-07-19
"RES (Wind, Solar, Biomass & Others)",147.0,129.0,268.0,4.0,1.0,550.0,12,2022-07-19
Total,1319.0,1361.0,977.0,701.0,79.0,4437.0,100,2022-07-19
Total,11905.0,32316.0,16514.0,5140.0,429.0,66303.0,100,
Coal,790.0,1148.0,472.0,573.0,14.0,2997.0,67,2022-07-20
Lignite,31.0,12.0,63.0,0.0,0.0,106.0,2,2022-07-20
Hydro,355.0,90.0,157.0,123.0,37.0,761.0,17,2022-07-20
Nuclear,29.0,33.0,47.0,0.0,0.0,109.0,2,2022-07-20
"Gas, Naptha & Diesel",19.0,6.0,9.0,0.0,30.0,63.0,1,2022-07-20
Total,1357.0,1364.0,982.0,701.0,81.0,4484.0,100,2022-07-20
Total,11900.0,32766.0,16543.0,6200.0,555.0,67963.0,100,
Coal,712.0,1139.0,491.0,564.0,17.0,2983.0,67,2022-07-21
Lignite,34.0,11.0,58.0,0.0,0.0,103.0,2,2022-07-21
Hydro,364.0,79.0,148.0,126.0,36.0,754.0,17,2022-07-21
Nuclear,29.0,33.0,47.0,0.0,0.0,109.0,2,2022-07-21
"Gas, Naptha & Diesel",18.0,8.0,8.0,0.0,31.0,65.0,1,2022-07-21
"RES (Wind, Solar, Biomass & Others)",115.0,58.0,234.0,5.0,1.0,413.0,9,2022-07-21
Total,1332.0,1328.0,987.0,696.0,85.0,4427.0,100,2022-07-21
Total,12267.0,32856.0,17503.0,3950.0,439.0,67014.0,100,
Coal,737.0,1109.0,440.0,560.0,16.0,2862.0,65,2022-07-22
Nuclear,30.0,33.0,47.0,0.0,0.0,109.0,2,2022-07-22
"Gas, Naptha & Diesel",17.0,1.0,9.0,0.0,30.0,63.0,1,2022-07-22
"RES (Wind, Solar, Biomass & Others)",113.0,63.0,337.0,5.0,1.0,519.0,12,2022-07-22
Total,1274.0,1296.0,1039.0,702.0,82.0,4392.0,100,2022-07-22
Total,13447.0,33194.0,19843.0,4160.0,439.0,71082.0,100,
Coal,698.0,1089.0,395.0,561.0,15.0,2759.0,63,2022-07-23
Hydro,369.0,68.0,151.0,131.0,34.0,754.0,17,2022-07-23
Nuclear,29.0,32.0,47.0,0.0,0.0,109.0,2,2022-07-23
"Gas, Naptha & Diesel",16.0,4.0,9.0,0.0,29.0,58.0,1,2022-07-23
"RES (Wind, Solar, Biomass & Others)",119.0,87.0,370.0,4.0,1.0,581.0,13,2022-07-23
Total,1264.0,1291.0,1028.0,696.0,80.0,4359.0,100,2022-07-23
Total,14357.0,34449.0,21603.0,5270.0,418.0,76096.0,100,
Coal,634.0,1021.0,349.0,527.0,14.0,2545.0,61,2022-07-24
Lignite,33.0,11.0,55.0,0.0,0.0,100.0,2,2022-07-24
Hydro,371.0,66.0,152.0,135.0,31.0,756.0,18,2022-07-24
Nuclear,29.0,32.0,47.0,0.0,0.0,108.0,3,2022-07-24
"Gas, Naptha & Diesel",16.0,6.0,9.0,0.0,31.0,61.0,1,2022-07-24
"RES (Wind, Solar, Biomass & Others)",108.0,91.0,369.0,4.0,1.0,573.0,14,2022-07-24
Total,11817.0,35001.0,20343.0,4610.0,453.0,72224.0,100,2022-07-24
Coal,702.0,1037.0,351.0,549.0,15.0,2654.0,62,2022-07-25
Lignite,31.0,11.0,55.0,0.0,0.0,96.0,2,2022-07-25
Hydro,368.0,68.0,171.0,129.0,34.0,769.0,18,2022-07-25
Nuclear,24.0,36.0,47.0,0.0,0.0,107.0,3,2022-07-25
"Gas, Naptha & Diesel",16.0,1.0,8.0,0.0,30.0,61.0,1,2022-07-25
"RES (Wind, Solar, Biomass & Others)",116.0,97.0,370.0,4.0,1.0,588.0,14,2022-07-25
Total,1256.0,1255.0,1002.0,682.0,80.0,4275.0,100,2022-07-25
Total,14389.0,35531.0,20953.0,4450.0,688.0,76010.0,100,
Lignite,27.0,10.0,48.0,0.0,0.0,85.0,2,
Hydro,355.0,66.0,173.0,131.0,32.0,757.0,18,
"Gas, Naptha & Diesel",15.0,3.0,8.0,0.0,29.0,56.0,1,
"RES (Wind, Solar, Biomass & Others)",146.0,126.0,378.0,4.0,1.0,655.0,15,
Total,1310.0,1252.0,1017.0,672.0,76.0,4327.0,100,
Total,10882.0,37381.0,18938.0,4985.0,688.0,72873.0,100,
Coal,755.0,974.0,370.0,541.0,15.0,2654.0,61,2022-07-26
Hydro,342.0,78.0,179.0,132.0,31.0,762.0,17,2022-07-26
